dish_id,name,description,price,restaurant_id
4,7. Rice Dish,No description,$17.00,36
5,3. Saigon Pork Spring Rolls,No description,$13.50,36
6,8. Spicy Lemongrass Beef Noodle Soup,No description,$20.00,36
7,5. Lemongrass Vermicelli,No description,$18.50,36
8,1. Salad Bowl,No description,$17.50,36
9,11. Chicken Rice Noodle Soup,No description,$19.00,36
10,16. Coconut Lemongrass Curry,No description,$20.00,36
11,"36. Beef, Prawns & Chicken Tossed Noodle",No description,$21.00,36
12,14. Hot & Sour Chicken Rice Noodle Soup,No description,$19.00,36
13,13. Hot & Sour Prawns Rice Noodle Soup,No description,$19.00,36
14,10. Prawns Rice Noodle Soup,No description,$19.00,36
15,33. Prawns & Chicken Tossed Noodle,No description,$19.00,36
16,12. Tofu & Vegetable Rice Noodle Soup,No description,$19.00,36
17,35. Beef & Prawns Tossed Noodle,No description,$19.00,36
18,32. Prawns & Veggie Tossed Noodle,No description,$19.00,36
19,31. Tossed Noodle Bowl,No description,$17.00,36
0,Classic Breakfast,No description,$18.50,37
1,Threesome,No description,$22.00,37
2,Traditional Benny,No description,$21.00,37
3,Soul In A Bowl Poutine,No description,$21.50,37
4,Gold Digga Poutine,No description,$25.00,37
5,Chasing Chickens Poutine,No description,$21.50,37
6,Confit De Canard Poutine,No description,$23.00,37
7,Meatless To Say Poutine,No description,$21.50,37
8,A-Lott A-Laks Poutine,No description,$25.00,37
9,Artisan Bagel Sammy,No description,$20.00,37
10,Chia Seed Pudding,No description,$17.00,37
11,"Avocado One Toast, You Toast",No description,$17.00,37
12,Side Deep Fried Pierogies,No description,$13.00,37
13,Scrambled Crepe,No description,$20.00,37
14,Huevos In' Na Burrito,No description,$20.00,37
15,Double Trouble,No description,$21.00,37
16,Croque Madame Crostini,No description,$25.00,37
17,Farmer John's Delight,No description,$22.50,37
18,Veggie Primavera,No description,$22.00,37
19,Belgian Waffle,No description,$17.00,37
0,Healthy Start,No description,$22.00,38
1,Pico Hash,No description,$26.00,38
2,Village Latkes,No description,$20.00,38
3,Citizen Sandwich,No description,$22.00,38
4,Red Barn Benny,No description,$25.00,38
5,Westcoast Benny,No description,$25.00,38
6,Big Al Benny,No description,$25.00,38
7,Italian Benny,No description,$25.00,38
8,Estevan 2.0,No description,$22.00,38
9,Soup and Salad,No description,$20.00,38
10,Camwich,No description,$22.00,38
11,Village BLT,No description,$22.00,38
12,Bagel and Lox,No description,$25.00,38
13,Village Salad,No description,$20.00,38
14,Latte,No description,$6.00,38
15,Chai Latte,No description,$6.00,38
16,Mocha,No description,$6.50,38
17,Matcha,No description,$6.00,38
18,Drip Coffee,No description,$3.75,38
19,Cappuccino,No description,$5.50,38
0,Salmon Nigiri (6 pcs),No description,$7.99,40
1,Tuna Nigiri (6 pcs),No description,$7.99,40
2,Eel Nigiri (6 pcs),No description,$7.99,40
3,Shrimp Nigiri (6 pcs),No description,$7.99,40
4,Tempura Shrimp Dynamite Roll (12 pcs),No description,$7.99,40
5,California Roll (12 pcs),No description,$6.79,40
6,B.C Roll (12 pcs),No description,$7.99,40
7,Tuna Hawaiian Roll (12 pcs),No description,$9.99,40
8,Teriyaki Chicken Roll (12 pcs),No description,$7.99,40
9,Real Crab Roll (12 pcs),No description,$8.49,40
10,Hybrid Dragon Roll (12 pcs),No description,$9.99,40
11,Yam Roll (12 pcs),No description,$6.79,40
12,Japanese Tamagoyaki Roll,No description,$6.79,40
13,Avocado Roll (12 pcs),No description,$6.79,40
14,Scallop Hawaiian Roll (12 pcs),No description,$10.99,40
15,Cucumber Roll (12 pcs),No description,$6.79,40
16,Can Coke,No description,$1.75,40
17,500ml Coca-Cola,No description,$2.75,40
18,500ml Ginger Ale,No description,$2.75,40
19,500ml NESTEA Tea,No description,$2.99,40
0,Killer Cheesy Hashbrowns,No description,$3.50,42
1,Breakfast Bagel,No description,$12.95,42
2,Ultimate Wrap,No description,$15.95,42
3,The Bro Nut,No description,$12.95,42
4,Breakfast Bowl,No description,$15.95,42
5,Bad Boy Bagel,No description,$14.95,42
6,Breakfast Wrap,No description,$15.95,42
7,Rhino Chaser Wrap,No description,$17.95,42
8,Buffalo Chicken Caesar Wrap,No description,$15.50,42
9,Roast Turkey and Bacon Wrap,No description,$15.50,42
10,Veggie Wrap,No description,$14.25,42
11,Burrito,No description,$15.50,42
12,Breakfast Bowl,No description,$15.95,42
13,Smoked Salmon Bowl,No description,$18.50,42
14,Spicy Tuna Bowl,No description,$18.50,42
15,Salad Bowl,No description,$13.95,42
16,Triple Grilled Cheese Sandwich,No description,$10.95,42
17,Rhino Cheese Steak Sandwich,No description,$14.95,42
18,Pesto Turkey Sandwich,No description,$14.95,42
19,BBQ Chicken Sandwich,No description,$14.95,42
0,Breakfast Croissant,No description,$7.50,43
1,House Special Sandwich,No description,$7.25,43
2,BLT Sandwich,No description,$7.95,43
3,Egg Muffins,No description,$7.95,43
4,Marcelo's Sandwich,No description,$7.95,43
5,Nutella Almond Croffle,No description,$7.95,43
6,Oreo Croffle,No description,$7.95,43
7,Mango Croissant,No description,$7.95,43
8,Muffin,No description,$3.00,43
9,Croissant,No description,$2.50,43
10,Grilled Cheese,No description,$6.95,43
11,Small Muffin,No description,$2.00,43
12,Scone,No description,$4.50,43
13,Chocolate Bubble Tea,No description,$5.50,43
14,Matcha Bubble Tea,No description,$5.75,43
15,Milk Tea Bubble Tea,No description,$5.50,43
16,Coconut Milk Bubble Tea,No description,$5.50,43
17,Taro Bubble Tea,No description,$5.75,43
18,Honeydew Bubble Tea,No description,$5.50,43
19,Cookies & Cream Bubble Tea,No description,$5.75,43
0,Cheese Fatayer,No description,$8.75,44
1,Zaatar Manakeesh,No description,$7.79,44
2,Olive Fatayer,No description,$7.25,44
3,Muhamara Manakeesh,No description,$7.25,44
4,Soda,No description,$2.50,44
5,Syriana Signature Tea,No description,$3.75,44
6,London Fog Tea,No description,$4.75,44
7,Syriana Arabic Coffee,No description,$3.75,44
8,Latte,No description,$5.25,44
9,Coffee,No description,$3.50,44
10,Espresso,No description,$2.75,44
11,Baklava,No description,$4.75,44
12,Falafel Bowl,No description,$15.50,44
13,Lentil (Mujaddara),No description,$15.50,44
14,Rice and Meat,No description,$18.50,44
15,Rice and Meat Combo,No description,$22.50,44
16,Family BBQ Meal,No description,$64.50,44
17,Chicken Shawarma,No description,$17.50,44
18,Falafel,No description,$15.50,44
0,Cookies & Cream Booster Ball,No description,$3.11,45
1,Watermelon Wave (Regular Size),No description,$9.82,45
2,Watermelon Wave (Snack Size),No description,$6.66,45
3,Watermelon Explosion (Regular Size),No description,$9.82,45
4,Watermelon Explosion (Snack Size),No description,$6.66,45
5,Mango Teazer,No description,$5.64,45
6,Berry Teazer,No description,$5.64,45
7,Almighty Acai,No description,$6.77,45
8,Oranges & Cream,No description,$9.03,45
9,"Game, Set, Matcha",No description,$6.77,45
10,Mango Hurricane (Regular Size),No description,$9.03,45
11,Strawberry Sunshine (Regular Size),No description,$9.03,45
12,Tropical Tornado (Regular Size),No description,$9.03,45
13,Very Berry (Regular Size),No description,$9.03,45
14,Strawberry Sunshine (Snack Size),No description,$6.32,45
15,Mango Hurricane (Snack Size),No description,$6.32,45
16,Very Berry (Snack Size),No description,$6.32,45
17,Tropical Tornado (Snack Size),No description,$6.32,45
18,Pirate's Nectar (Regular Size),No description,$9.03,45
19,Pirate's Nectar (Snack Size),No description,$6.32,45
0,Orange Blossom & Ruby Grapefruit Tea,No description,$5.59,47
1,Grapefruit & Cucumber Spritzer,No description,$5.59,47
2,Butterfly Pea Flower Lemonade,No description,$5.59,47
3,Cold Brew with Coconut Cold Foam,No description,$6.22,47
4,"Seasonal Coffee, Tzo Tzo, Mexico",No description,$19.95,47
5,Ham & Cheddar Breakfast Bake,No description,$5.33,47
6,Fiesta Breakfast Burrito,No description,$7.23,47
7,Vegetarian Breakfast Panini,No description,$7.12,47
8,Bacon Breakfast Panini,No description,$7.65,47
9,Power Breakfast Bowl,No description,$10.66,47
10,Italian Deli Panini,No description,$11.18,47
11,Classic Steak Panini,No description,$11.18,47
12,Canadian Maple Chicken Wrap,No description,$10.13,47
13,Tuscan Tunawich,No description,$10.13,47
14,Old School Egg Salad,No description,$8.86,47
15,Margherita Sandwich,No description,$11.18,47
16,Savoury Treat,No description,$8.28,47
17,Berry & White Chocolate Scone,No description,$3.96,47
18,Very Berry Bran Muffin,No description,$3.59,47
19,Pumpkin Muffin,No description,$3.59,47
0,Meal Bundle for 2,No description,$22.29,49
1,Family Bundle (serves 12+),No description,$46.79,49
2,Paper Delivery Bag,No description,$0.39,49
3,Original Blend Coffee,No description,$1.99,49
4,Dark Roast Coffee,No description,$1.99,49
5,Decaf Coffee,No description,$1.99,49
6,Steeped Tea,No description,$2.19,49
7,Specialty Tea - Small & Medium,No description,$2.19,49
8,Specialty Tea - Large & Extra Large,No description,$2.79,49
9,400g Original Blend Coffee Bag,No description,$15.59,49
10,400g Dark Roast Coffee Bag,No description,$15.59,49
11,Latte,No description,$3.89,49
12,Mocha Latte,No description,$4.39,49
13,London Fog,No description,$3.99,49
14,French Vanilla,No description,$3.49,49
15,Hot Chocolate,No description,$2.79,49
16,White Hot Chocolate,No description,$2.79,49
17,Espresso Shot,No description,$2.09,49
18,Americano,No description,$2.79,49
19,Coffee Mocha,No description,$2.79,49
0,Porchetta,No description,$16.95,50
1,Salami,No description,$14.95,50
2,La Bestia,No description,$15.95,50
3,Prosciutto,No description,$16.95,50
4,Pollo,No description,$15.95,50
5,Leoncini Ham,No description,$16.95,50
6,Truffle,No description,$16.95,50
7,Roast Beef,No description,$16.95,50
8,Verdure (Vegetarian),No description,$13.95,50
9,Vegano (Vegan),No description,$15.95,50
10,Caprese,No description,$16.95,50
11,Bambini (Basic),No description,$7.95,50
12,Porchetta,No description,$16.95,50
13,Pollo,No description,$15.95,50
14,La Bestia,No description,$15.95,50
15,Leoncini Ham,No description,$16.95,50
16,Salami,No description,$14.95,50
17,Prosciutto,No description,$16.95,50
18,Truffle,No description,$16.95,50
19,Roast Beef,No description,$16.95,50
0,"Your Pizza Your Way Pizza (12"") (Medium)",No description,$13.75,52
1,"Your Pizza Your Way Pizza (16"") (Extra-Large)",No description,$23.75,52
2,"Tandoori Chicken Pizza (12"") (Medium)",No description,$18.75,52
3,"Double Pepperoni Pizza (12"") (Medium)",No description,$18.75,52
4,"Not So Hawaiian Pizza (12"") (Medium)",No description,$18.75,52
5,"Veggie Garden Pizza (12"") (Medium)",No description,$18.75,52
6,"Loaded Pizza (12"") (Medium)",No description,$18.75,52
7,"Meat Lovers Pizza (12"") (Medium)",No description,$18.75,52
8,"The Canuck Pizza (12"") (Medium)",No description,$18.75,52
9,"The Islander Pizza (12"") (Medium)",No description,$18.75,52
10,"Pesto Chicken Pizza (12"") (Medium)",No description,$18.75,52
11,"BBQ Chicken Pizza (12"") (Medium)",No description,$18.75,52
12,"Spicy Tandoori Pizza (12"") (Medium)",No description,$18.75,52
13,"Butter Chicken Pizza (12"") (Medium)",No description,$18.75,52
14,"The Greek Pizza (12"") (Medium)",No description,$18.75,52
15,"Desi Veggie Pizza (12"") (Medium)",No description,$18.75,52
16,"Tandoori Paneer Pizza (12"") (Medium)",No description,$18.75,52
17,"Shahi Paneer Pizza (12"") (Medium)",No description,$18.75,52
18,"Beyond Veggie Pizza (12"") (Medium)",No description,$18.75,52
19,"Mexican Chicken Taco (12"")",No description,$18.75,52
0,Spanakopita,No description,$8.00,53
1,Bougatsa,No description,$8.00,53
2,Tiropita,No description,$8.00,53
3,Gyros,No description,$12.75,53
4,Falafel wrap,No description,$11.75,53
5,Chicken wrap,No description,$12.75,53
6,Pork wrap,No description,$12.75,53
7,Vegetarian wrap,No description,$11.75,53
8,Pork skewers,No description,$12.75,53
9,Chicken Skewers,No description,$12.75,53
10,Bougatsa,No description,$8.00,53
11,Yogurt cake,No description,$4.50,53
12,Veggie platter,No description,$21.00,53
13,Lamb platter,No description,$28.00,53
14,Dakos salad,No description,$11.00,53
15,Greek salad,No description,$11.00,53
16,Dolmades,No description,$12.00,53
17,Hummus,No description,$8.50,53
18,Lemon potatoes,No description,$9.00,53
19,Lentil soup,No description,$5.00,53
0,Egg Salad Sandwich,No description,$9.15,54
1,Bacon Breakfast Bagel,No description,$8.25,54
2,English Muffin Eggwich,No description,$6.95,54
3,Ham Breakfast Bagel,No description,$8.15,54
4,Sausage Breakfast Bagel,No description,$8.25,54
5,Tuna Salad Sandwich,No description,$9.15,54
6,Protein Power Wrap,No description,$9.60,54
7,Lumberjack Wrap,No description,$9.20,54
8,BBQ Chicken Calzone,No description,$9.90,54
9,Classic Italian Calzone,No description,$9.90,54
10,Sausage Rolls,No description,$4.90,54
11,Veggie Samosa,No description,$6.60,54
12,Lemon Bar,No description,$5.70,54
13,Brownie,No description,$5.70,54
14,Oat Bar,No description,$3.40,54
15,Date Bar,No description,$5.70,54
16,Peanut Crunch Bar,No description,$6.80,54
17,Lemon Poppy Seed Slice,No description,$7.00,54
18,Peppermint Nanaimo Bar,No description,$6.30,54
19,Hello Dolly Bar,No description,$6.00,54
0,4 Tenders,No description,$9.99,56
1,6 Tenders,No description,$12.99,56
2,12 Tenders,No description,$22.00,56
3,12 Tenders Combo,No description,$27.50,56
4,6 Wings,No description,$10.49,56
5,10 Wings,No description,$14.99,56
6,16 Wings,No description,$21.00,56
7,8 Boneless Wings,No description,$10.49,56
8,12 Boneless Wings,No description,$14.99,56
9,24 Boneless Wings,No description,$21.00,56
10,Blackened Cajun Cheddar,No description,$11.49,56
11,Classic Grilled Chicken,No description,$10.99,56
12,Red Hot Chicken,No description,$10.99,56
13,Crispy Southern Filet,No description,$10.99,56
14,Bbq Bc Chicken,No description,$11.49,56
15,Bbq Bc Chicken Combo,No description,$17.48,56
16,Chicken Crisper,No description,$10.61,56
17,Veggie Burger,No description,$9.49,56
18,Impossible Fatburger Meal,No description,$17.58,56
19,Impossible Fatburger,No description,$11.59,56
0,Burrito,No description,$15.75,59
1,Street Tacos,No description,$17.00,59
2,Quesadilla,No description,$19.00,59
3,Burrito Bowl,No description,$19.00,59
4,Keto Street Taco,No description,$10.50,59
5,Keto Burrito Bowl,No description,$20.00,59
6,Crispy Burrito,No description,$19.00,59
7,Plain Fries,No description,$9.50,59
8,Mexi Fries,No description,$13.50,59
9,Loaded Mexi Fries,No description,$19.00,59
10,Ice Cream Burrito,No description,$11.00,59
11,Breakfast Bagel,No description,$12.25,59
12,Breakfast Burrito,No description,$15.75,59
0,Bellagio Breakfast Panini,No description,$14.75,60
1,Pesto Benny,No description,$18.75,60
2,Cinnamon French Toast,No description,$18.75,60
3,Hungarian Crepes,No description,$18.75,60
4,French Baked Eggs,No description,$18.75,60
5,Peter's Poached Eggs,No description,$14.75,60
6,Soup and Sandwich Combos,No description,$17.75,60
7,Toscano Panini,No description,$13.75,60
8,Roma Panini,No description,$13.75,60
9,Vienna Panini,No description,$13.75,60
10,Versaille Panini,No description,$13.75,60
11,Latte,No description,$4.75,60
12,Chai Tea Latte,No description,$4.75,60
13,Cappuccino,No description,$4.75,60
14,Fresh-Brewed Coffee,No description,$2.75,60
15,Mocha,No description,$4.75,60
16,London Fog,No description,$4.25,60
17,Milkshakes,No description,$8.75,60
18,Tea,No description,$3.75,60
19,Americano,No description,$3.50,60
0,Egg Salad Sandwich,No description,$9.15,62
1,Bacon Breakfast Bagel Sandwich,No description,$8.25,62
2,English Muffin Eggwich Sandwich,No description,$6.95,62
3,Ham Breakfast Bagel Sandwich,No description,$8.15,62
4,Lumberjack Wrap,No description,$9.20,62
5,Veggie Samosa,No description,$6.60,62
6,Lemon Bar,No description,$5.70,62
7,Brownie,No description,$5.70,62
8,Oat Bar,No description,$3.40,62
9,Oat Fudge Bar,No description,$5.50,62
10,Date Bar,No description,$5.70,62
11,Granola Bar,No description,$4.40,62
12,Peanut Crunch Bar,No description,$6.80,62
13,Lemon Poppy Seed Slice,No description,$7.00,62
14,Chewy Marshmallow Bar,No description,$5.40,62
15,Chai Latte,No description,$5.80,62
16,Standard London Fog,No description,$5.85,62
17,Stone Ground London Fog,No description,$5.85,62
18,Stone Ground Chai Latte,No description,$5.80,62
19,Turmeric Latte,No description,$6.40,62
0,Butter Chicken Curry Poutine,No description,$17.50,64
1,Tibetan Momos,No description,$14.36,64
2,Chicken Wings,No description,$15.63,64
3,Goat Cheese Salad,No description,$13.75,64
4,Hummus and Naan,No description,$16.88,64
5,Deep Fried Pickles,No description,$13.00,64
6,French Fries,No description,$11.88,64
7,Chicken Strips,No description,$24.00,64
8,Creamy Pesto Pasta,No description,$26.88,64
9,The Curry Plate,No description,$29.00,64
10,Butter Chicken Curry,No description,$28.75,64
11,Thunder Spaghetti,No description,$26.88,64
12,Ginger Cilantro Sticky Rice,No description,$26.25,64
13,Chana Masala Curry,No description,$22.50,64
14,Lamb Curry,No description,$27.00,64
15,Spinach Paneer Curry,No description,$23.00,64
16,Garlic Naan,No description,$3.50,64
17,Naan,No description,$3.00,64
18,Side Rice,No description,$3.25,64
19,Spicy Asian BBQ Sauce,No description,$0.75,64
0,3.Meat Lover,No description,$17.99,65
1,7.Tandoori Chicken Pizza,No description,$17.99,65
2,12.Punjabi Flame Chicken Pizza,No description,$17.99,65
3,9.Sicily Pizza,No description,$17.99,65
4,2.Super Supreme,No description,$17.99,65
5,18.Pesto Chicken,No description,$17.99,65
6,5.Canadian Hawaiian,No description,$17.99,65
7,14.Butter Chicken,No description,$17.99,65
8,24.Blue Cheese And Bacon,No description,$17.99,65
9,6.Cheeseburger Pizza,No description,$17.99,65
10,38.Chicken Bacon Ranch,No description,$17.99,65
11,10.Flamming Hot,No description,$17.99,65
12,25.Ricotta Chicken,No description,$17.99,65
13,1.Canadian Fanbase,No description,$17.99,65
14,4.The Greek Style,No description,$17.99,65
15,40.Everything Meat,No description,$21.99,65
16,37.BBQ Chicken Hawaiian,No description,$17.99,65
17,31.Southwest Chicken Pizza,No description,$17.99,65
18,39.Jamaican Jerk Chicken Pizza,No description,$17.99,65
19,34.Mexican Beef N'corn,No description,$17.99,65
0,Spicy Salmon,No description,$18.95,66
1,Island Bowl,No description,$18.95,66
2,BC Bowl,No description,$20.95,66
3,CRUNCHii,No description,$18.95,66
4,Ohana,No description,$18.95,66
5,Earth - Vegetarian,No description,$18.95,66
6,BYO Regular,No description,$18.95,66
7,BYO Large,No description,$20.95,66
8,Coca Cola,No description,$3.50,66
9,Diet Coke,No description,$3.50,66
10,Ginger Ale,No description,$3.50,66
11,Coconut Water,No description,$4.95,66
12,Kombucha - Mango,No description,$5.95,66
13,Bottled Water,No description,$3.50,66
14,Kombucha - Passion Fruit,No description,$5.95,66
0,ANY 3-4 TOPPINGS,No description,$16.99,67
1,ANY 2 TOPPINGS,No description,$15.99,67
2,CLASSIC 1 SLICE,No description,Priced by add-ons,67
3,CLASSIC 8 SLICES,No description,$23.74,67
4,FEAST 1 SLICE,No description,Priced by add-ons,67
5,FEAST 8 SLICES,No description,$28.74,67
6,2 SLICE COMBO,No description,$9.06,67
7,3 SLICE COMBO,No description,$11.88,67
8,ANY 2 TOPPINGS,No description,$15.99,67
9,ANY 3-4 TOPPINGS,No description,$16.99,67
10,UNLIMITED TOPPINGS,No description,$17.99,67
11,CHEESE WITH WHITE SAUCE,No description,$15.99,67
12,CHEESE WITH TOMATO SAUCE,No description,$15.99,67
13,PEPPERONI,No description,$15.99,67
14,BEEF,No description,$15.99,67
15,HAWAIIAN,No description,$15.99,67
16,BACON & MUSHROOM,No description,$15.99,67
17,VEGGIE CLASSIC,No description,$15.99,67
18,HALF & HALF CLASSIC PIZZA,No description,$15.99,67
19,BBQ CHICKEN BACON FEAST,No description,$16.99,67
0,4. Deep-Fried Spring Rolls (3 pcs),No description,$12.00,68
1,1. Salad Roll (2 pcs),No description,$12.00,68
2,3. Grilled Pork Patties (2 pcs),No description,$12.00,68
3,7. Deep-Fried Wontons,No description,$12.00,68
4,11. Special Vietnamese Crepe,No description,$17.00,68
5,9. Fried Chicken Wings,No description,$15.00,68
6,5. Fresh Spring Rolls (2 pcs),No description,$12.00,68
7,8. Deep-Fried Prawns,No description,$12.00,68
8,6. Deep-Fried Tofu,No description,$12.00,68
9,2. Shredded Pork (2 pcs),No description,$12.00,68
10,12. Crispy Turmeric Prawn Cakes,No description,$17.00,68
11,14. Green Papaya Salad,No description,$20.00,68
12,15. Beef // Chicken Salad,No description,$20.00,68
13,16. Fresh Mango Salad,No description,$20.00,68
14,31. Spicy Beef Noodle Soup,No description,$21.00,68
15,17. Special Beef Noodle Soup,No description,$21.00,68
16,29. Chicken Pho,No description,$19.00,68
17,19. Rare Steak and Brisket Pho,No description,$19.00,68
18,18. Sliced Rare Steak Pho,No description,$19.00,68
19,28. Brisket Pho,No description,$19.00,68
0,Chicken Fried Wings 6pcs,No description,$15.99,69
1,Hi Five Classic,No description,$12.99,69
2,Korean Chicken Sandwich,No description,$8.99,69
3,Korean Chicken Sandwich Combo,No description,$13.99,69
4,Kickin' Chicken Pie,No description,$2.39,69
5,Mac 'n' Cheese,No description,$7.99,69
6,Canuck Poutine,No description,$8.29,69
7,Jalapeno Jack Poppers,No description,$7.99,69
8,Onion Rings,No description,$7.99,69
9,Fried Drumsticks (3 pcs),No description,$13.99,69
10,Drumsticks  (5 pcs),No description,$16.99,69
11,Chicken (3 Pcs),No description,$14.79,69
12,Chicken,No description,$10.49,69
13,Chicken Thigh (1 pc),No description,$5.99,69
14,Chicken Leg (1 pc),No description,$4.79,69
15,Chicken Breast (1 pc),No description,$5.99,69
16,Chicken (2 pcs),No description,$10.49,69
17,2 pc Chicken Meal,No description,$15.49,69
18,3 pc Chicken Meal,No description,$19.79,69
19,4 pc Chicken Meal,No description,$22.99,69
0,Number of Plastic Cutlery,No description,$0.27,70
1,Platter for Two,No description,$60.50,70
2,Platter for Four,No description,$110.00,70
3,Chef's Choice Platter,No description,$59.40,70
4,Vegetarian Platter,No description,$64.90,70
5,Mom's Platter,No description,$59.40,70
6,Mom's Samosas,No description,$9.62,70
7,Vegetarian Pakora,No description,$8.74,70
8,Chilli Chicken,No description,$18.64,70
9,Varsha's Butter Chicken Poutine,No description,$17.54,70
10,Cauliflower 250,No description,$15.40,70
11,Varsha's Naan Bread,No description,$9.07,70
12,Masala Fries,No description,$8.74,70
13,Varsha's Wings,No description,$16.44,70
14,Chicken Pakora,No description,$12.65,70
15,Fish Pakora,No description,$12.65,70
16,Masala Fish and Chips,No description,$17.87,70
17,Butter Chicken Samosa,No description,$8.80,70
18,Paneer Pakora,No description,$12.10,70
19,Yam Fries,No description,$9.07,70
0,Pork Belly Dumplings,No description,$8.75,71
1,Homemade Peanut Sauce and Rice,No description,$5.75,71
2,Rice & Chili Oil,No description,$4.00,71
3,Classic Vegan Dumplings,No description,$8.75,71
4,Cucumber salad,No description,$5.50,71
5,Mango & Sticky Rice,No description,$6.75,71
6,Yuzu Brussels Sprouts,No description,$8.75,71
7,Crispy Chicken Baos,No description,$8.75,71
8,Special Dumplings (Shrimp & Chive),No description,$8.50,71
9,Aloe Vera Drink,No description,$3.00,71
10,Vita Lemon Tea Drink,No description,$2.75,71
11,Phillippine Brand Mango Juice Nectar,No description,$2.75,71
12,Philippine Brand Guava Juice Nectar,No description,$2.75,71
13,Coconut Water,No description,$2.50,71
14,Philippine Brand Guava Juice Nectar,No description,$2.50,71
15,Sanpellegrino Limonata,No description,$2.50,71
16,Bubly Water - Cherry,No description,$2.75,71
17,Coca-Cola,No description,$2.75,71
18,Sanpellegrino Aranciata Rossa,No description,$3.25,71
19,Frozen Vegan Triple Mushroom Dumplings,No description,$20.00,71
0,Yang Nyeom Chicken Sandwich,No description,$12.99,72
1,Drumsticks (3 pcs),No description,$13.99,72
2,2 Pc Chicken,No description,$10.49,72
3,3 Pc Chicken,No description,$14.79,72
4,4 Pc Chicken,No description,$17.99,72
5,Drumsticks (3 pcs),No description,$13.99,72
6,2 Pc Chicken Combo,No description,$15.49,72
7,3 Pc Chicken Combo,No description,$19.79,72
8,4 Pc Chicken Combo,No description,$22.99,72
9,8 Pc Chicken Combo,No description,$51.79,72
10,4 Pc Chicken Nuggets,No description,$9.99,72
11,8 Pc Chicken Nuggets,No description,$13.99,72
12,4 Pc Chicken Nuggets Combo,No description,$14.99,72
13,5 Pc Wings,No description,$11.79,72
14,10 Pc Wings,No description,$22.79,72
15,5 Wings Combo,No description,$16.79,72
16,Yang Nyeom Chicken Sandwich,No description,$12.99,72
17,White Onion Chicken Sandwich,No description,$12.99,72
18,Volcano Chicken Sandwich,No description,$12.99,72
19,Yang Nyeom Chicken Sandwich Combo,No description,$16.99,72
0,Samosa Chaat,No description,$8.79,73
1,Vegetable Samosa,No description,$6.05,73
2,Paneer Pakora,No description,$8.79,73
3,Vegetable Mix Pakora,No description,$7.69,73
4,Papadi Chaat,No description,$7.69,73
5,Aroma Special Snacks,No description,$12.09,73
6,Aloo Tikki Chaat,No description,$8.79,73
7,Onion Bhajia,No description,$7.15,73
8,Fish Pakora,No description,$10.99,73
9,Gobhi Garlic,No description,$8.79,73
10,Chicken Pakora,No description,$10.99,73
11,Prawns Pakora,No description,$13.19,73
12,Aroma Chicken Wings,No description,$10.99,73
13,Aroma Fresh Salad,No description,$7.69,73
14,Kachumber Salad,No description,$7.15,73
15,Lachha Onion Salad,No description,$3.85,73
16,Caesar Salad Vegetable,No description,$7.69,73
17,Caesar Salad Chicken,No description,$9.35,73
18,Dal Soup,No description,$4.39,73
19,Mulligtawny Soup,No description,$5.49,73
0,Paneer Tikka Roll,No description,$12.99,74
1,Malai Chaap Roll,No description,$12.99,74
2,Signature Jaipuri Roll,No description,$13.99,74
3,Chicken Tikka Roll,No description,$14.99,74
4,Signature Kolkata Murgh Roll,No description,$16.99,74
5,Chicken Malai Roll,No description,$14.99,74
6,Chicken Biryani,No description,$17.99,74
7,Veg Manchurian (Dry / Gravy),No description,$11.99,74
8,Veg Noodles,No description,$11.99,74
9,Burnt Garlic Fried Rice,No description,$9.99,74
10,Goat Biryani,No description,$19.99,74
11,Chicken Noodles,No description,$13.99,74
12,Signature Jackfruit Biryani,No description,$16.99,74
13,Fried Veg Momos (8 Pieces),No description,$14.99,74
14,Steamed Veg Momos ( 8 Pieces),No description,$12.99,74
15,Steamed Chicken Momos ( 8 Pieces),No description,$13.99,74
16,Fried Chicken Momos (8 Pieces),No description,$15.99,74
17,Mango Lassi,No description,$4.99,74
18,Fanta,No description,$2.99,74
19,Ginger Ale,No description,$2.99,74
0,H2. Sweet & Spicy Fish Hotpot Noodle 甜辣沸腾鱼吊锅粉,No description,$24.50,75
1,A10. Pickled Cabbage Fish noodle   酸菜鱼粉,No description,$24.50,75
2,H3.SPICY Szechuan Chicken hotpot noodleSpicy Szechuan Chicken hotpot noodle 干锅辣子鸡粉,No description,$24.50,75
3,H6.Mix vege Mushroom Soup hotpot noodle 漓江野菌吊锅粉,No description,$24.50,75
4,H4.Sour Cabbage Pork Belly hotpot noodle 酸菜白肉吊锅粉,No description,$24.50,75
5,A4. Dan Dan rice noodle 辣汁担担粉,No description,$16.95,75
6,A2. Guilin Hot & Sour Noodle 桂林酸辣粉,No description,$16.95,75
7,A1. Guilin Marinade Noodle 桂林米粉,No description,$16.95,75
8,A3. Momi Mixed rice noodle 葱油拌拌粉,No description,$16.95,75
9,A15. MOMI Fried rice noodle/rice  磨米特色炒粉/炒饭,No description,$18.95,75
10,A17.  Mapo tofu麻婆豆腐,No description,$16.95,75
11,A8. Beef briskets rice noodle  萝卜牛腩汤粉,No description,$18.95,75
12,A6. Wonton Soup rice noodle 金牌云吞汤粉,No description,$14.95,75
13,A7. pork knuckles rice noodle 卤香猪脚粉,No description,$18.95,75
14,A14. General Tso's Chicken  左宗棠鸡,No description,$18.95,75
